"","nbr.val","nbr.null","nbr.na","min","max","range","sum","median","mean","SE.mean","CI.mean.0.95","var","std.dev","coef.var"
"capx",73596,1516,21629,-3258,49430428,49433686,3978168231.811,179.942,54054.1365265911,2617.71581038859,5130.71309129401,504311884563.083,710149.198804788,13.1377401330875
"ceq",89061,8,6164,-781372,345066675,345848047,42914222378.099,2602.615,481852.015788044,18036.3134687343,35351.0052482458,28972309540093.8,5382593.19845869,11.1706354276753
"ch",87746,320,7479,-2092,206571110,206573202,16074424740.276,463.394,183192.678187906,9279.8618823806,18188.445964446,7556320194448.07,2748876.16935505,15.005382292274
"cogs",73927,1837,21298,-79523.392,205198000,205277523.392,34475409802.789,2120.779,466343.95826679,15501.5829202348,30383.0416778647,17764589572104.2,4214805.99459859,9.0379770550975
"cstk",88842,1101,6383,-1236,67434236,67435472,4671268181.8623,201.125,52579.5027336429,2477.09220790933,4855.07765917223,545133251019.749,738331.39647434,14.0421905512225
"csho",84657,0,10568,0.001,883378010,883378009.999,11338257101.532,608.3,133931.71387519,20272.5470048563,39734.03009948,34792008951861.2,5898475.13785226,44.0409143375033
"dltt",88113,6265,7112,-670.8,196874934,196875604.8,27341040236.907,1129.4,310295.19182081,11672.3668746957,22877.7329523387,12004880653035.2,3464806.0051084,11.1661607928146
"dlc",86588,8440,8637,-29,91358789,91358818,11047236528.317,193.1815,127583.920731706,4725.43176199496,9261.80553192019,1933484525743.61,1390497.94165385,10.8986926697284
"dp",87129,1293,8096,-2407.028,39107659,39110066.028,3449932043.531,169.5,39595.6804683974,1764.17052338338,3457.75872289808,271171380689.994,520741.183977217,13.1514644480687
"dpact",78964,912,16261,-289060,259417268,259706328,24096197653.435,1024.75,305154.217788296,12809.8757472247,25107.2799615892,12957433071087.7,3599643.4644403,11.7961452098872
"dpc",73227,150,21998,-308.8,39107659,39107967.8,3150319636.963,198.605,43021.2850036599,2051.53353314099,4020.99830176205,308197053438.079,555154.981458402,12.9041933873239
"ebit",85750,26,9475,-12936681.898,80908500,93845181.898,9568138502.097,450.7635,111581.790111918,5305.69911665239,10399.1259672033,2413900497235.24,1553673.22730207,13.924075117846
"ebitda",84805,26,10420,-10887258.957,85881217,96768475.957,13011871230.839,705,153432.830975049,6499.36969563489,12738.7123388254,3582316395189.75,1892700.82030673,12.3356963974322
"emp",75943,283,19282,0,2300,2300,1622036.734,5.768,21.3586075609339,0.21547358995772,0.422327206992051,3525.94752019009,59.3796894585185,2.78012924246651
"fiao",66598,11986,28627,-12305000,29749176,42054176,-65779001.82,-1.805,-987.702360731554,723.199444670767,1417.47062695342,34831915254.1487,186633.103318111,-188.956826204079
"fincf",73766,60,21459,-40837000,33330962,74167962,-692119842.698,-59.918,-9382.64027733644,2127.38944361376,4169.67510819957,333849118627.461,577796.77969634,-61.5814698866795
"fopo",73890,469,21335,-20466783.439,27742018,48208801.439,1250830917.433,50.358,16928.2841715117,1278.30151317026,2505.46596885025,120740306110.987,347477.058395209,20.526419268172
"gdwl",83320,20210,11905,0,56462875,56462875,2393500991.134,175.29,28726.6081509121,1862.32457576468,3650.14212116815,288974825420.419,537563.787303813,18.7130963906278
"ib",89072,25,6153,-12907117.625,54730018,67637135.625,5034035910.149,236.288,56516.4800402932,2837.09320171116,5560.67605882868,716949242376.552,846728.552947491,14.9819760951818
"ibc",73685,6,21540,-13278992.876,55654077,68933069.876,3569894963.056,212.5,48448.0554123092,2768.61168828497,5426.46833366578,564811048993.243,751539.120068439,15.5122659448886
"icapt",89074,7,6151,-744510,381343175,382087685,75229302620.5205,4589.1195,844570.835715478,27462.1702176686,53825.5959706116,67177009221401,8196158.19890033,9.70452430074376
"intan",85780,7463,9445,-390018.3,83586157,83976175.3,5765992005.073,528,67218.3726401609,3625.30863671537,7105.57462234447,1127394763387.58,1061788.473938,15.7961050265536
"invrm",64138,23668,31087,0,28969450,28969450,1711266310.919,24.247,26681.005190667,1672.08228644404,3277.28290801137,179320815614.779,423462.885758338,15.8713242897784
"invt",79264,13470,15961,0,134955711.974,134955711.974,7215126386.339,258.987,91026.523848645,4638.03662756463,9090.52356340716,1705078322244.13,1305786.47651296,14.3451207549589
"invwip",63955,26287,31270,-1262,20077519,20078781,1045733095.236,7.2,16351.076463701,827.005507789014,1620.93168729859,43741261819.5092,209144.117343781,12.7908470006899
"lct",70363,24,24862,0,119198000,119198000,18879170790.837,1311,268311.055396117,9078.37327151845,17793.5907350338,5799097608627.75,2408131.55965943,8.97514847498258
"lt",89010,17,6215,0,1740299232,1740299232,157926878020.374,4267.227,1774259.94854931,86579.5686474456,169695.143898786,667220892155892,25830619.2755012,14.5585314579304
"nopi",74001,1690,21224,-6675350,11106000,17781350,466089865.954,4,6298.42658820827,622.894045060368,1220.86986338632,28712165358.4948,169446.644577267,26.9030117608262
"oancf",73922,12,21303,-18088718.313,73354000,91442718.313,6176228768.011,427.3645,83550.6177864641,4278.33003264669,8385.510080254,1353076261836.53,1163218.06289127,13.9223155221208
"pi",89072,23,6153,-12965223.09,64596701,77561924.09,7291621715.938,326.575,81862.1083610787,3885.58464316026,7615.70944752253,1344788393002.87,1159650.11663125,14.1658960396701
"ppegt",79976,1520,15249,-111974,427462656,427574630,50524536232.058,2317.95,631746.226768756,24932.1123171007,48866.7817637971,49713899322011.8,7050808.4162039,11.1608239470891
"ppent",84005,919,11220,0,193665000,193665000,27704314809.683,1116,329793.640969978,12554.8575289084,24607.4231416318,13241241718217.7,3638851.70324619,11.0337230655622
"prcc_f",87927,0,7298,1e-04,135641.021978022,135641.021878022,6023419.66794027,14.0191994203949,68.5047785997506,3.57658537505811,7.01007502145459,1124758.92587201,1060.54652225728,15.4813509938289
"re",87639,1795,7586,-21030149.141,201169934,222200083.141,20543559108.873,923.7,234411.153811351,11623.9173796469,22782.7740752307,11841383382554.5,3441131.11963995,14.6798949780747
"rect",73793,874,21432,-1360.427,78004000,78005360.427,8390934448.597,643.366,113709.084175965,4305.35969567356,8438.48835529657,1367836058799.05,1169545.23589259,10.285416019029
"rectr",72988,2682,22237,-353,66263000,66263353,7160379873.173,500.9415,98103.5221292952,3815.04818024079,7477.48103377059,1062310605970.37,1030684.53271133,10.5060910183524
"revt",88966,1252,6259,-58108.4558823529,608481,666589.455882353,668363740.687256,1824.48961543202,7512.57492398508,69.3471008725477,135.919669322839,427839308.85545,20684.2768511604,2.75328726308241
"sale",74002,1252,21223,-293552.863,302231360,302524912.863,49889770284.986,3777.258,674167.864179157,22837.8012515874,44762.0000688953,38596865414850.5,6212637.55701638,9.21526801723287
"seq",89094,1,6131,-781372,345186142,345967514,42963046822.681,2627.361,482221.550527319,18037.3264480117,35352.990500164,28986300383567.6,5383892.67942514,11.1647699559212
"teq",80363,0,14862,-781372,354749604,355530976,44535270288.876,2541,554176.303633214,21438.3934036989,42019.1118243897,36935213448899.4,6077434.77537187,10.9666088851649
"txc",78855,8089,16370,-1654305,16801363,18455668,1388494569.417,60.846,17608.199472665,970.945520640829,1903.04746211085,74339384515.5592,272652.497724776,15.4844053276454
"txp",73543,19099,21682,-1799.441,8720050,8721849.441,653220807.736,16.285,8882.16156175299,413.221907529303,809.913386046448,12557639698.1975,112060.874966232,12.6163968294353
"txt",88326,3243,6899,-9213603,18963938,28177541,1855280430.25,71.8665,21004.9184866291,946.460688365432,1855.0542827741,79121356280.7493,281285.186742475,13.3913962542407
"wcap",70004,21,25221,-29913851,140125729,170039580,5964007307.085,374.0225,85195.2360877236,5948.9097174255,11659.8503943262,2477408435932.88,1573978.53731646,18.474959511771
"xacc",66233,6647,28992,-0.001,29211487,29211487.001,2289475974.247,159.822,34566.997935274,1981.55786600769,3883.85302657755,260068615215.525,509969.229675208,14.7530668017545
"xint",85241,2337,9984,-2655,56872679,56875334,2984856351.351,78,35016.6745034784,2205.29025381513,4322.35084810667,414552990333.579,643857.89607147,18.3871799707169
"xopr",73918,33,21307,-8016,243662000,243670016,41684948081.178,3010.858,563935.010162315,18553.2411585385,36364.2799192649,25444257787915.6,5044230.14819067,8.94470117529821
"xsga",69536,1842,25689,-275729.248,66573857,66849586.248,6853181068.089,545.869,98555.8713197337,3851.12689507617,7548.20140237631,1031300818578.57,1015529.82160967,10.3041027187016
"opeps",85151,97,10074,-1324795,3880833333.33,3882158128.33,3902551902.41575,1.2328,45830.9579736674,45575.9006959944,89328.3936852998,176872483132709,13299341.4548506,290.182488930123
"ni",85152,24,10073,-12907117.625,51170312,64077429.625,4959459604.9781,245.643,58242.4324147184,2892.4670808425,5669.21188896756,712412781773.083,844045.485606719,14.4919339837431
"source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROAib",89069,25,6156,-Inf,Inf,Inf,NA,0.0331270646705704,NA,NA,NA,NA,NA,NA
"ROAni",85125,24,10100,-Inf,Inf,Inf,NA,0.0346251755288393,NA,NA,NA,NA,NA,NA
"ROEib",89052,24,6173,-Inf,Inf,Inf,NA,0.0972493653693056,NA,NA,NA,NA,NA,NA
"ROEni",85110,23,10115,-Inf,Inf,Inf,NA,0.0974302401995187,NA,NA,NA,NA,NA,NA
"ROEmib",84602,24,10623,-2995527.03571428,9459872.38841406,12455399.4241283,69190410.5861578,0.0274656184241268,817.83421888558,177.269241255698,347.446299251366,2658565726.31616,51561.2812710872,63.0461285189889
"ROEmni",83958,23,11267,-2995527.03571428,9459839.51448243,12455366.5501967,68417316.564256,0.0277877318814076,814.899313516949,178.423627208872,349.708924892099,2672802153.08377,51699.1504096902,63.4423781590472
"ROIib",89065,24,6160,-Inf,Inf,Inf,NA,0.0602717854530401,NA,NA,NA,NA,NA,NA
"ROIni",85123,23,10102,-Inf,Inf,Inf,NA,0.0604660057523591,NA,NA,NA,NA,NA,NA
"TQ",84594,0,10631,-0.0589516462247737,Inf,Inf,Inf,1.64030781998764,Inf,NA,NA,NA,NA,NA
"LR",86201,4154,9024,-6521.25,13380,19901.25,98014.892063905,0.543731506808476,1.13705052219702,0.189722391229548,0.371854275206959,3102.76928484428,55.7025069888625,48.9885945272104
"CR",70317,2,24908,0,Inf,Inf,Inf,1.54825050731635,Inf,NA,NA,NA,NA,NA
"QR",72008,1,23217,-Inf,Inf,Inf,NA,2.14003577334358,NA,NA,NA,NA,NA,NA
"REAT",87632,1788,7593,-1653.00571428571,6.78278187819247,1659.78849616391,-6000.56635394675,0.14161496788978,-0.0684746023592609,0.0253680382620921,0.0497211281032207,56.3944663930752,7.50962491693661,-109.670223092883
"XSGASALE",69459,1815,25766,-37876.2070588261,Inf,Inf,Inf,0.306181869297357,Inf,NA,NA,NA,NA,NA
"MKTSHR",88966,1252,6259,-272.840794495337,191.404808239003,464.245602734341,59800,0.12886666723189,0.672166895218398,0.0093342473330018,0.0182950374985529,7.75144506346365,2.78414171037748,4.14203932116126
"invtL1",68041,11279,27184,0,110156937.437,110156937.437,5961097932.325,278.099,87610.3809809527,4389.35720137386,8603.13507124257,1310908976327.46,1144949.33351981,13.0686491794704
"wcapL1",59909,19,35316,-29913851,130046052,159959903,5133881853.32,394.473,85694.6678014989,6220.66564725832,12192.5269628584,2318279467719.14,1522589.72402914,17.7676133543808
"revtL1",76244,957,18981,-58108.4558823529,569962,628070.455882353,601846294.168254,2017.49301369863,7893.68729563315,75.6737972921335,148.32027186342,436613065.100002,20895.2881076094,2.64708840432137
"INV",80541,13630,14684,0,122556324.7055,122556324.7055,6943328440.2915,242.2245,86208.6197128357,4269.66696741246,8368.51924517979,1468266941311.87,1211720.65316717,14.0556786224331
"INVTURN",72352,618,22873,-Inf,Inf,Inf,NA,6.81267608874237,NA,NA,NA,NA,NA,NA
"WCAP",70174,14,25051,-27146853.1305,135085890.5,162232743.6305,5718813787.0485,365.7445,81494.7671081668,5607.52101380293,10990.728800898,2206571741211.02,1485453.37900959,18.2275921721204
"REVGRW",75361,11,19864,-1104.49923076923,Inf,Inf,Inf,0.0558528214231032,Inf,NA,NA,NA,NA,NA
"ELI",62313,0,32912,-7.39050808817802,7.86296320883374,15.2534712970118,-2.23947596578178e-13,-0.146918499001131,-4.96679643476448e-18,0.00400599746166461,0.00785176326168941,1,1,-201337021384775008
"upstreamness",22961,10372,72264,0,10,10,21815,1,0.950089281825704,0.00725662474862867,0.0142234729638738,1.20909417756848,1.0995881854442,1.15735247884412
"byrs_n",20053,0,75172,1,225,224,305166,10,15.217972373211,0.116210870763598,0.227782870563818,270.815092896304,16.4564605215187,1.08138325645064
"byrs_emp_mu",19363,14,75862,0,2300,2300,1420147.57940936,55.088667,73.3433651505118,0.625478174628622,1.22599133494287,7575.24992153635,87.0359116775159,1.18669100468604
"byrs_emp_sd",17208,29,78017,0,1514.6227,1514.6227,1570965.23116714,69.484274,91.292726125473,0.86115006879948,1.68794185220514,12761.0990206136,112.965034504547,1.23739359419816
"byrs_ass_mu",19618,0,75607,0.021,7.35e+08,734999999.979,98849624263.2685,324256.63,5038720.78006262,144497.644826702,283227.654778586,409615391713576,20238957.2783179,4.01668561560308
"byrs_ass_sd",17654,26,77571,0,644900000,644900000,218034178300.765,720105.58,12350412.2748819,248295.638486919,486683.878028887,1088381883113579,32990633.2633003,2.67121716498454
"byrs_loc_n",20053,0,75172,1,37,36,110438,4,5.50730564005386,0.0314551924046612,0.0616547657976529,19.8410223281335,4.45432624850644,0.808803167943096
"sply_n",56314,0,38911,1,569,568,435144,3,7.72710160883617,0.0709219957702871,0.139007545182105,283.255448964264,16.8301945610936,2.17807341136135
"sply_emp_mu",51986,56,43239,0,672.789,672.789,1067531.67628211,8.51883335,20.5349839626459,0.178494217570817,0.349850383436916,1656.28361412346,40.6974644679919,1.98186005608879
"sply_emp_sd",37333,925,57892,0,935.90031,935.90031,1095217.96015683,12.110364,29.3364572939981,0.237625667924176,0.465752851397118,2108.04361211999,45.9134360739859,1.56506409802179
"sply_ass_mu",53903,0,41322,0.006,6.05e+08,604999999.994,136097566081.422,10749.908,2524860.6957205,79232.5327879777,155296.397834052,338391943565446,18395432.6822026,7.28572182749799
"sply_ass_sd",39405,953,55820,0,697500000,697500000,187595745569.656,21616.465,4760709.18841914,111142.080776118,217841.166867638,486752710308855,22062472.8965013,4.63428283965975
"sply_loc_n",56314,0,38911,1,44,43,184850,2,3.28248748091061,0.0153816622542177,0.0301481520303583,13.3236408849408,3.65015628226256,1.11200920140294
"ESG1.AVG",88772,0,6453,0.289848034793508,0.558039615230674,0.268191580437166,38128.736457734,0.426501455279214,0.429513094869261,0.000142944667464012,0.000280170220043591,0.00181389407354527,0.0425898353312768,0.0991584094641879
"WCAP.AVG",88718,0,6507,-87724.6625333333,276807.014940705,364531.677474039,5937773958.85482,51867.9804557823,66928.6273231454,223.872892965281,438.788793714308,4446463847.85162,66681.8104722092,0.996312237964413
"INV.AVG",88772,0,6453,18.5483636363636,645523.645319838,645505.096956202,7398847056.94659,71871.2626590153,83346.6302093744,342.557309297607,671.409143314938,10416995627.3213,102063.684174741,1.22456881482008
